bank_txn_id,transaction_date,transaction_type,flow_direction,counterparty,amount,currency
BNK0001887,2025-08-25,Marketing Payment,Outflow,Agence Pulse ,2422.81,EURO
BNK0001888,2025-09-07,Marketing Payment,Outflow,Agence Pulse,2191.85,EUR
BNK0001889,2025-08-31,Logistics Payment,Outflow,DHL,463.23,EUR
BNK0001890,2025-09-18,Logistics Payment,Outflow,Chronopost,1048.72,EUR
BNK0001891,2025-09-19,Logistics Payment,Outflow,UPS,870.74,EUR
BNK0001892,2025-08-30,Logistics Payment,Outflow,Chronopost,216.37,EUR
BNK0001893,03-09-2025,Logistics Payment,Outflow,UPS,1727.45,EUR
BNK0001894,2025-09-13,Logistics Payment,Outflow,Chronopost,194.06,EUR
BNK0001895,2025-08-18,Logistics Payment,Outflow,UPS,1436.49,EUR
BNK0001896,2025-09-02,Logistics Payment,Outflow,DHL,1936.13,EUR
BNK0001897,2025-09-13,Logistics Payment,Outflow,Chronopost,471.09,EUR
BNK0001898,2025-09-12,Logistics Payment,Outflow,UPS,2340.57,EUR
BNK0001899,2025-09-17,Logistics Payment,Outflow,DHL,651.45,EUR
BNK0001900,2025-08-26,Logistics Payment,Outflow,DHL,1510.76,EUR
BNK0001901,2025-09-02,Logistics Payment,Outflow,UPS,989.99,EUR
BNK0001902,2025-08-29,Logistics Payment,Outflow,Chronopost,1657.73,EUR
BNK0001903,2025-09-01,Logistics Payment,Outflow,FedEx,1327.44,EUR
BNK0001904,2025-08-25,Utilities Payment,Outflow,EDF,3971.08,EUR
BNK0001905,2025-09-05,Professional Fees Payment,Outflow,Legal Partners,3996.27,EUR
BNK0001906,2025-09-14,Travel Payment,Outflow,Air France,4114.03,EUR
BNK0001907,2025-08-21,Professional Fees Payment,Outflow,Cabinet Audit Conseil,2772.67,EUR
BNK0001908,2025-08-30,Utilities Payment,Outflow,Orange Business,1124.23,EUR
BNK0001909,2025-08-27,Travel Payment,Outflow,SNCF,1204.44,EUR
BNK0001910,2025-09-06,Rent Payment,Outflow,SCI Riviera Immo,18356.3,EUR
BNK0001911,2025-09-28,Payroll Payment,Outflow,Cabinet Paye Sud,117826.07,EUR
BNK0001912,15-10-2025,Software Payment,Outflow,MICROSOFT,1163.52,EUR
BNK0001913,2025-10-09,Software Payment,Outflow,HubSpot,2720.59,EUR
BNK0001914,2025-10-10,Software Payment,Outflow,HubSpot,1770.94,EUR
BNK0001915,2025-09-29,Marketing Payment,Outflow,Meta Ads,3962.37,EUR
BNK0001916,2025-09-20,Marketing Payment,Outflow,Meta Ads,8317.51,EUR
BNK0001917,2025-09-12,Marketing Payment,Outflow,Google Ads,8697.98,EUR
BNK0001918,2025-10-12,Marketing Payment,Outflow,Google Ads,7394.61,EUR
BNK0001919,2025-10-02,Marketing Payment,Outflow,Agence Pulse,1368.89,EUR
BNK0001920,2025-10-06,Marketing Payment,Outflow,Meta Ads,1347.97,EUR
BNK0001921,2025-09-29,Marketing Payment,Outflow,Google Ads,2661.46,EUR
BNK0001922,2025-09-18,Marketing Payment,Outflow,Meta Ads,7988.15,EUR
BNK0001923 ,2025-10-13,Marketing Payment,Outflow,TikTok Ads ,"7558,64",EUR
BNK0001924,2025-10-06,Logistics Payment,Outflow,Chronopost,1567.69,EUR
BNK0001925,2025-09-28,Logistics Payment,Outflow,FedEx,2192.61,EUR
BNK0001926,2025-09-17,Logistics Payment,Outflow,FedEx,2278.92,EUR
BNK0001927,2025-09-29,Logistics Payment,Outflow,FedEx,628.47,EUR
BNK0001928,2025-10-07,Logistics Payment,Outflow,UPS,905.49,EUR
BNK0001929,2025-10-08,Logistics Payment,Outflow,FedEx,1115.1,EUR
BNK0001930,2025-10-02,Logistics Payment,Outflow,UPS,1781.46,EUR
BNK0001931,2025-09-14,Logistics Payment,Outflow,DHL,874.47,EUR
BNK0001932,11-09-2025,Logistics Payment,Outflow,DHL,1612.97,EUR
BNK0001933,2025-10-14,Logistics Payment,Outflow,Chronopost,589.72,EUR
BNK0001934,2025-09-23,Logistics Payment,Outflow,Chronopost,218.94,EUR
BNK0001935,2025-09-26,Logistics Payment,Outflow,UPS,2198.05,EUR
BNK0001936,2025-10-07,Logistics Payment,Outflow,DHL ,359.26,EUR
BNK0001937,2025-09-26,Logistics Payment,Outflow,Chronopost,509.31,EUR
BNK0001938,2025-10-06,Logistics Payment,Outflow,Chronopost,1407.86,EUR
BNK0001939,2025-10-01,Office Payment,Outflow,Bureau Vallee,3572.76,EUR
BNK0001940,2025-10-06,Office Payment,Outflow,Bureau Vallee,2444.53,EUR
BNK0001941,2025-09-09,Travel Payment,Outflow,Air France,1777.27,EUR
BNK0001942,2025-09-14,Travel Payment,Outflow,Air France,4179.62,EUR
BNK0001943,2025-09-08,Utilities Payment,Outflow,EDF,1535.88,EUR
BNK0001944,2025-10-06,Professional Fees Payment,Outflow,COMPTA EXPERT,3728.01,EUR
BNK0001945,2025-09-29,Professional Fees Payment,Outflow,Compta Expert,1980.43,EUR
BNK0001946,2025-09-20,Travel Payment,Outflow,SNCF,1241.12,EUR
BNK0001947,2025-09-24,Office Payment,Outflow,Office Depot,4013.22,EUR
BNK0001948,2025-10-06,Rent Payment,Outflow,SCI Riviera Immo,17612.27,EUR
BNK0001949,2025-10-27,Payroll Payment,Outflow,Cabinet Paye Sud,115147.21,EUR
BNK0001950,2025-11-14,Software Payment,Outflow,OVHcloud,1199.08,EUR
BNK0001951,2025-11-05,Software Payment,Outflow,Adobe,2193.02,EUR
BNK0001952,2025-10-28,Software Payment,Outflow,HubSpot,2331.98,EUR
BNK0001953,2025-10-29,Software Payment,Outflow,Microsoft,254.78,EUR
BNK0001954,2025-11-01,Marketing Payment,Outflow,Google Ads,1435.93,EUR
BNK0001955,2025-10-18,Marketing Payment,Outflow,Google Ads,5459.89,EUR
BNK0001956,2025-10-19,Marketing Payment,Outflow,Agence Pulse,8767.95,EUR
BNK0001957,2025-10-24,Marketing Payment,Outflow,Google Ads,6949.07,EUR
BNK0001958,2025-11-04,Marketing Payment,Outflow,Meta Ads,6000.71,EUR
BNK0001959,2025-10-25,Marketing Payment,Outflow,Meta Ads,2668.2,EUR
BNK0001960,2025-10-26,Marketing Payment,Outflow,Google Ads,3641.67,EUR
BNK0001961,2025-11-05,Logistics Payment,Outflow,ups,1022.13, Eur 
BNK0001962,2025-11-11,Logistics Payment,Outflow,UPS,253.38,EUR
BNK0001963,2025-10-24,Logistics Payment,Outflow,FedEx,1699.6,EUR
BNK0001964,2025-11-19,Logistics Payment,Outflow,DHL,1625.61,EUR
BNK0001965,2025-10-23,Logistics Payment,Outflow,FedEx,1003.12,EUR
bnk0001966,2025-11-06,Logistics Payment,Outflow,UPS,1921.84,EUR
BNK0001967,2025-11-11,Logistics Payment,Outflow,FedEx,1794.02,EUR
BNK0001968,2025-10-29,Logistics Payment,Outflow,UPS,1549.05,EUR
BNK0001969,2025-11-12,Logistics Payment,Outflow,FedEx,797.85,EUR
BNK0001970,2025-10-26,Logistics Payment,Outflow,FedEx,545.98,EUR
BNK0001971,2025-11-17,Logistics Payment,Outflow,DHL,224.72,EUR
BNK0001972,2025-11-02,Logistics Payment,Outflow,DHL,2098.96,EUR
BNK0001973,2025-11-18,Travel Payment,Outflow,Booking Business,1464.47,EUR
BNK0001974,2025-11-06,Professional Fees Payment,Outflow,Compta Expert,1050.85,EUR
BNK0001975,2025-10-15,Professional Fees Payment,Outflow,Cabinet Audit Conseil,1704.7,EUR
BNK0001976,2025-10-15,Utilities Payment,Outflow,EDF,4030.69,EUR
BNK0001977,2025-10-11,Utilities Payment,Outflow,Veolia,1339.58,EUR
BNK0001978,2025-10-13,Professional Fees Payment,Outflow,Compta Expert,379.46,EUR
BNK0001979,2025-10-12,Utilities Payment,Outflow,EDF,3464.75,EUR
BNK0001980,2025-10-24,Travel Payment,Outflow,Booking Business,3581.9,EUR
BNK0001981,2025-11-06,Travel Payment,Outflow,Air France,4061.23,EUR
BNK0001982,2025-11-04,Office Payment,Outflow,Office Depot,1502.24,EUR
BNK0001983,2025-11-07,Rent Payment,Outflow,SCI Riviera Immo,17856.39,EUR
BNK0001984,2025-11-26,Payroll Payment,Outflow,Cabinet Paye Sud,115127.59,EUR
BNK0001985,2025-11-18,Software Payment,Outflow,HubSpot,1527.21,EUR
BNK0001986,2025-12-04,Software Payment,Outflow,Microsoft,2586.99,EUR
BNK0001987,2025-12-07,Software Payment,Outflow,HubSpot,810.39,EUR
BNK0001988,2025-11-25,Software Payment,Outflow,Notion,628.17,EUR
BNK0001989,2025-12-06,Marketing Payment,Outflow,TikTok Ads,6706.24,EUR
BNK0001990,2025-12-03,Marketing Payment,Outflow, Agence Pulse,8162.04,EUR
BNK0001991,2025-12-06,Marketing Payment,Outflow,Agence Pulse,8867.91,EUR
BNK0001992,2025-11-28,Marketing Payment,Outflow,Meta Ads,5082.61,EUR
BNK0001993,2025-12-20,Marketing Payment,Outflow,Google Ads,3595.89,EUR
BNK0001994,2025-12-06,Marketing Payment,Outflow,Agence Pulse,8989.55,EUR
BNK0001995,2025-11-23,Marketing Payment,Outflow,TikTok Ads,3999.25,EUR
BNK0001996,2025-12-09,Marketing Payment,Outflow,TikTok Ads,2954.79,EUR
BNK0001997,2025-12-02,Marketing Payment,Outflow,Agence Pulse,7641.68, Eur 
BNK0001998,2025-12-02,Marketing Payment,Outflow,TikTok Ads,950.56,EUR
BNK0001999,2025-11-27,Logistics Payment,Outflow,DHL,752.96,EUR
BNK0002000,2025-12-16,Logistics Payment,Outflow,FedEx,1752.69,EUR
BNK0002001,2025-11-23,Logistics Payment,Outflow,DHL,829.55,EUR
BNK0002002,2025-12-04,Logistics Payment,Outflow,UPS,226.33,EUR
BNK0002003,2025-11-22,Logistics Payment,Outflow,UPS,452.16,EUR
BNK0002004,2025-12-16,Logistics Payment,Outflow,UPS,176.23,EUR
BNK0002005,2025-11-18,Logistics Payment,Outflow,DHL,1107.25,EUR
BNK0002006,2025-12-03,Logistics Payment,Outflow,FedEx,660.2,EUR
BNK0002007,2025-12-23,Logistics Payment,Outflow,DHL,995.76,EUR
BNK0002008,2025-11-20,Logistics Payment,Outflow,FedEx,2313.99,EUR
BNK0002009,2025-11-24,Logistics Payment,Outflow,FedEx,1326.68,EUR
BNK0002010,2025-11-22,Logistics Payment,Outflow,DHL,458.08,EUR
BNK0002011,2025-11-30,Logistics Payment,Outflow,Chronopost,1028.89,EUR
BNK0002012,2025-11-18,Logistics Payment,Outflow,UPS,1657.26,EUR
BNK0002013,2025-12-12,Logistics Payment,Outflow,FedEx,1562.48,EUR
BNK0002014,2025-12-03,Travel Payment,Outflow,SNCF,2072.76,EUR
BNK0002015,2025-12-04,Office Payment,Outflow,Office Depot,1380.16,EUR
BNK0002016,2025-12-17,Office Payment,Outflow,Office Depot,1475.2,EUR
BNK0002017,2025-11-27,Travel Payment,Outflow,Booking Business,3663.57,EUR
BNK0002018,2025-12-12,Travel Payment,Outflow,SNCF,1174.88,EUR
BNK0002019,2025-11-29,Utilities Payment,Outflow,Veolia,273.22,eur
BNK0002020,2025-12-02,Rent Payment,Outflow,sci riviera immo,17536.57,EUR
BNK0002021,2025-12-24,Payroll Payment,Outflow,Cabinet Paye Sud,108481.65,EUR
BNK0002022,2026-01-07,Software Payment,Outflow,OVHcloud,746.32,EUR
BNK0002023,2025-12-24,Software Payment,Outflow,Adobe,2078.05,EUR
BNK0002024,2026-01-16,Software Payment,Outflow,Adobe,883.43,EUR
BNK0002025,2025-12-19,Software Payment,Outflow,Notion,304.67,EUR
BNK0002026,2025-12-20,Marketing Payment,Outflow,Meta Ads,9145.57,EURO
BNK0002027,2026-01-17,Marketing Payment,Outflow,TikTok Ads,4618.49,EUR
BNK0002028,2026-01-01,Marketing Payment,Outflow,Meta Ads,3710.65,EUR
BNK0002029,30-12-2025,Marketing Payment,Outflow,NA,2083.7,EUR
BNK0002030,2026-01-21,Marketing Payment,Outflow,Meta Ads,7024.82,EUR
BNK0002031,2026-01-06,Marketing Payment,Outflow,TikTok Ads,8917.83,EUR
BNK0002032,2026-01-01,Marketing Payment,Outflow,Meta Ads,6841.92,EUR
BNK0002033,2025-12-28,Marketing Payment,Outflow,Google Ads,8652.66,EUR
BNK0002034,2025-12-29,Marketing Payment,Outflow,TikTok Ads,7535.33,EUR
BNK0002035,2025-12-27,Marketing Payment,Outflow,Agence Pulse,4129.37,EUR
BNK0002036,2025-12-23,Logistics Payment,Outflow,UPS,1921.58,EUR
BNK0002037,2026-01-03,Logistics Payment,Outflow, FedEx,2301.71,EUR
BNK0002038,2025-12-26,Logistics Payment,Outflow,FedEx,170.45,EUR
BNK0002039,2025-12-27,Logistics Payment,Outflow,FedEx,784.65,EUR
BNK0002040,2026-01-13,Logistics Payment,Outflow,Chronopost,1133.75,EUR
BNK0002041,2025-12-30,Logistics Payment,Outflow,FedEx,380.49,EUR
BNK0002042,2026-01-11,Logistics Payment,Outflow,Chronopost,123.04, Eur 
BNK0002043,2026-01-16,Logistics Payment,Outflow,FedEx,1607.35,EUR
BNK0002044,2025-12-31,Logistics Payment,Outflow,Chronopost,2334.38,EUR
BNK0002045,2026-01-03,Logistics Payment,Outflow,Chronopost,2030.94,EUR
BNK0002046,2025-12-23,Logistics Payment,Outflow,DHL,331.69,EUR
BNK0002047,2026-01-03,Professional Fees Payment,Outflow,Legal Partners,959.41,EUR
BNK0002048,2026-01-10,Professional Fees Payment,Outflow,Compta Expert,3716.1,EUR
BNK0002049,2026-01-05,Professional Fees Payment,Outflow,Cabinet Audit Conseil, 2617.07 ,EUR
BNK0002050,2026-01-05,Professional Fees Payment,Outflow,Compta Expert,2980.65,EUR
BNK0002051,2026-01-18,Professional Fees Payment,Outflow,Compta Expert,3900.33,EUR
BNK0002052,19/12/2025,Travel Payment,Outflow,SNCF,162.54,EUR
BNK0002053,2025-02-18,Capex,Outflow,Ikea Pro,13266.8,EUR
BNK0002054,2025-05-09,Capex,Outflow,Ikea Pro,25500.84,EUR
BNK0002055,2025-09-14,Capex,Outflow,HP Pro,16788.31,EUR
BNK0002056,2025-11-18,Capex,Outflow,HP Pro,27582.65,EUR
